emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url
286472,Egyptian,E9577,Axe Head,,,Egypt|Abydos,Copper,Egyptian Early Dynastic|Second Dynasty,2800 - 2675 BC,-2801,-2674,"Distribution from the Egypt Exploration Fund, 1901",,,,,,,,9.5,,,,cm,AES 2163,http://www.penn.museum/collections/object/286472
