"URI","Title","RecordId","Authority","Coin Type URI","Date on Object","Degree","Deity","Denomination","Department","Diameter","Dynasty","Engraver","Era","Findspot","Findspot URI","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Weight","Year","Thumbnail_obv","Thumbnail_rev","Date Record Modified"
http://numismatics.org/collection/1975.93.86,"Glass Weight, NE Africa, 953 - 975. 1975.93.86",1975.93.86,al-Mu`izz,"","","","","",Islamic,22.0,Fatimid glass,"","","","","","","",Glass,"","","",Weight,"",B.13,NE Africa,"","",2.84,953|975,http://numismatics.org/collectionimages/19501999/1975/1975.93.86.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.86.rev.width175.jpg,2016-10-21T22:05:53Z
