emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image
110701,Near Eastern,61-14-2243,Ring,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Broken in two.<br />Larger piece has overlap design.,,,,,,,,,,,?,http://www.penn.museum/collections/object/110701,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
